ip,fqdns,is_anycast,service_transport,service_port,service_banner,service_protocol,service_http_title,service_http_status_code,service_http_headers_sha256,service_http_body,service_http_body_mmh3,service_http_body_sha1,service_http_body_sha256,service_http_favicon_mmh3,service_http_favicon_sha256,service_ssh_hassh,service_tls_is_self_signed,service_tls_valid_from,service_tls_expires_at,service_tls_supported_versions,service_tls_fingerprint_sha256,service_tls_fingerprint_sha1,service_tls_jarm,service_tls_serial_number,service_tls_issuer_common_name,service_tls_issuer_country,service_tls_issuer_organization,service_tls_issuer_organizational_unit,service_tls_issuer_province,service_tls_issuer_locality,service_tls_issuer_email_address,service_tls_subject_common_name,service_tls_subject_country,service_tls_subject_organization,service_tls_subject_organizational_unit,service_tls_subject_province,service_tls_subject_locality,service_tls_subject_email_address,service_tls_raw,service_tls_is_valid,service_tls_is_trusted,service_scanned_at,service_fingerprints_os_product,service_fingerprints_os_version,service_fingerprints_os_icon_url,service_fingerprints_service_product,service_fingerprints_service_version,service_fingerprints_service_icon_url,service_fingerprints_technologies,service_fingerprints_tags,service_cves,asn_number,asn_org,geo_city_name,geo_country_name,geo_country_iso_code
class=""col-md-8 col-xs-8 col-sm-9 col-lg-8 article-list-left-section""><div
class=centered><h5>Randstad Q2 2025 resultaten. Plus een dikke, zwarte rand</h5></div><p
class=entry-comments>1059 keer bekeken</p></div>
</a></li>
<li>
<a
title=""Bullhorn wil heel graag Trump trots maken; Randstad doet niet mee"" href=https://recruitmentmatters.nl/2025/06/24/bullhorn-wil-heel-graag-trump-trots-maken-randstad-doet-niet-mee/ class=""inline info""><div
class=""col-md-4 col-xs-4 col-sm-4 col-lg-4 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/06/image_thumb-57.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-8 col-xs-8 col-sm-9 col-lg-8 article-list-left-section""><div
class=centered><h5>Bullhorn wil heel graag Trump trots maken; Randstad doet niet mee</h5></div><p
class=entry-comments>1052 keer bekeken</p></div>
</a></li>
<li>
<a
title=""UWV doet soms ook iets goeds: Op weg naar AI die werkt voor iedereen"" href=https://recruitmentmatters.nl/2025/07/05/uwv-doet-soms-ook-iets-goeds-op-weg-naar-ai-die-werkt-voor-iedereen/ class=""inline info""><div
class=""col-md-4 col-xs-4 col-sm-4 col-lg-4 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/07/image_thumb-15-300x151.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-8 col-xs-8 col-sm-9 col-lg-8 article-list-left-section""><div
class=centered><h5>UWV doet soms ook iets goeds: Op weg naar AI die werkt voor iedereen</h5></div><p
class=entry-comments>994 keer bekeken</p></div>
</a></li></ul></div></div></div><div
id=reacties class=tab><div
class=""col-md-12 most-viewed-post-main""><div
class=row><ul
class=article-list-main>
<li>
<a
title=""Adviseur Gegevensbescherming. Bij het UWV? Laat me niet lachen!"" href=https://recruitmentmatters.nl/2025/06/24/adviseur-gegevensbescherming-bij-het-uwv-laat-me-niet-lachen/ class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/06/image_thumb-56-300x239.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section""><div
class=centered><h5>Adviseur Gegevensbescherming. Bij het UWV? Laat me niet lachen!</h5></div><p
class=entry-comments>
5 reacties</p></div>
</a></li>
<li>
<a
title=""Brekend: Bias binnen AI is verleden tijd!"" href=https://recruitmentmatters.nl/2025/07/02/brekend-bias-binnen-ai-is-verleden-tijd/ class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/07/image_thumb-5.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section""><div
class=centered><h5>Brekend: Bias binnen AI is verleden tijd!</h5></div><p
class=entry-comments>
3 reacties</p></div>
</a></li>
<li>
<a
title=""Misselijkmakende advertorial spot met alle grenzen van fatsoen"" href=https://recruitmentmatters.nl/2025/07/15/misselijkmakende-advertorial-spot-met-alle-grenzen-van-fatsoen/ class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/07/image_thumb-42-300x188.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section""><div
class=centered><h5>Misselijkmakende advertorial spot met alle grenzen van fatsoen</h5></div><p
class=entry-comments>
1 reactie</p></div>
</a></li>
<li>
<a
title=""Heeft UWV de wet overtreden? Ja, ook een tweede keer!"" href=https://recruitmentmatters.nl/2025/06/30/heeft-uwv-de-wet-overtreden-ja-ook-een-tweede-keer/ class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/06/image_thumb-67.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section""><div
class=centered><h5>Heeft UWV de wet overtreden? Ja, ook een tweede keer!</h5></div><p
class=entry-comments>
1 reactie</p></div>
</a></li>
<li>
<a
title=""Heeft UWV de wet overtreden? Ja, en ze wil het graag toedekken"" href=https://recruitmentmatters.nl/2025/06/27/heeft-uwv-de-wet-overtreden-ja-en-ze-wil-het-graag-toedekken/ class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/06/image_thumb-66.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section""><div
class=centered><h5>Heeft UWV de wet overtreden? Ja, en ze wil het graag toedekken</h5></div><p
class=entry-comments>
1 reactie</p></div>
</a></li>
<li>
<a
title=""WeTransfer en waarom dit relevant is voor HRtech"" href=https://recruitmentmatters.nl/2025/07/18/wetransfer-en-waarom-dit-relevant-is-voor-hrtech/ class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/07/image_thumb-48.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section""><div
class=centered><h5>WeTransfer en waarom dit relevant is voor HRtech</h5></div><p
class=entry-comments>
1 reactie</p></div>
</a></li>
<li>
<a
title=""Europese Unie ontvangt bear hug van Open AI"" href=https://recruitmentmatters.nl/2025/07/14/europese-unie-ontvangt-bear-hug-van-open-ai/ class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/07/image_thumb-36-300x168.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section""><div
class=centered><h5>Europese Unie ontvangt bear hug van Open AI</h5></div><p
class=entry-comments>
1 reactie</p></div>
</a></li>
<li>
<a
title=""UWV doet soms ook iets goeds: Op weg naar AI die werkt voor iedereen"" href=https://recruitmentmatters.nl/2025/07/05/uwv-doet-soms-ook-iets-goeds-op-weg-naar-ai-die-werkt-voor-iedereen/ class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/07/image_thumb-15-300x151.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section""><div
class=centered><h5>UWV doet soms ook iets goeds: Op weg naar AI die werkt voor iedereen</h5></div><p
class=entry-comments>
1 reactie</p></div>
</a></li>
<li>
<a
title=""Mooi weer verwacht. Damn&hellip;"" href=https://recruitmentmatters.nl/2025/06/27/mooi-weer-verwacht-damn/ class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/06/image-69-300x237.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section""><div
class=centered><h5>Mooi weer verwacht. Damn&hellip;</h5></div><p
class=entry-comments>
0 reacties</p></div>
</a></li>
<li>
<a
title=""Bullhorn wil heel graag Trump trots maken; Randstad doet niet mee"" href=https://recruitmentmatters.nl/2025/06/24/bullhorn-wil-heel-graag-trump-trots-maken-randstad-doet-niet-mee/ class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('https://recruitmentmatters.nl/wp-content/uploads/2025/06/image_thumb-57.png') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section""><div
class=centered><h5>Bullhorn wil heel graag Trump trots maken; Randstad doet niet mee</h5></div><p
class=entry-comments>
0 reacties</p></div>
</a></li></ul></div></div></div><div
id=laatste class=tab><div
class=""col-md-12 most-viewed-post-main""><div
class=row><ul
class=article-list-main><li
class=acomment>:
<a
title=""WeTransfer en waarom dit relevant is voor HRtech"" href=""https://recruitmentmatters.nl/?p=69314"" class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section1 article-list-left-section""><div
class=centered><h5>WeTransfer en waarom dit relevant is voor HRtech</h5></div><p
class=""entry-comments comment-text-author"">
Marco</p></div>
</a></li>
<li
class=acomment>:
<a
title=""Misselijkmakende advertorial spot met alle grenzen van fatsoen"" href=""https://recruitmentmatters.nl/?p=69294"" class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section1 article-list-left-section""><div
class=centered><h5>Misselijkmakende advertorial spot met alle grenzen van fatsoen</h5></div><p
class=""entry-comments comment-text-author"">
Marco</p></div>
</a></li>
<li
class=acomment>:
<a
title=""Brekend: Bias binnen AI is verleden tijd!"" href=""https://recruitmentmatters.nl/?p=69168"" class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section1 article-list-left-section""><div
class=centered><h5>Brekend: Bias binnen AI is verleden tijd!</h5></div><p
class=""entry-comments comment-text-author"">
Marc Drees</p></div>
</a></li>
<li
class=acomment>:
<a
title=""Europese Unie ontvangt bear hug van Open AI"" href=""https://recruitmentmatters.nl/?p=69269"" class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section1 article-list-left-section""><div
class=centered><h5>Europese Unie ontvangt bear hug van Open AI</h5></div><p
class=""entry-comments comment-text-author"">
Marco</p></div>
</a></li>
<li
class=acomment>:
<a
title=""Indeed neemt afscheid van gebruikers centraal stellen"" href=""https://recruitmentmatters.nl/?p=61376"" class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section1 article-list-left-section""><div
class=centered><h5>Indeed neemt afscheid van gebruikers centraal stellen</h5></div><p
class=""entry-comments comment-text-author"">
Ontevreden klant</p></div>
</a></li>
<li
class=acomment>:
<a
title=""UWV doet soms ook iets goeds: Op weg naar AI die werkt voor iedereen"" href=""https://recruitmentmatters.nl/?p=69197"" class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section1 article-list-left-section""><div
class=centered><h5>UWV doet soms ook iets goeds: Op weg naar AI die werkt voor iedereen</h5></div><p
class=""entry-comments comment-text-author"">
Marco van Hurne</p></div>
</a></li>
<li
class=acomment>:
<a
title=""Brekend: Bias binnen AI is verleden tijd!"" href=""https://recruitmentmatters.nl/?p=69168"" class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section1 article-list-left-section""><div
class=centered><h5>Brekend: Bias binnen AI is verleden tijd!</h5></div><p
class=""entry-comments comment-text-author"">
Marc Drees</p></div>
</a></li>
<li
class=acomment>:
<a
title=""Brekend: Bias binnen AI is verleden tijd!"" href=""https://recruitmentmatters.nl/?p=69168"" class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section1 article-list-left-section""><div
class=centered><h5>Brekend: Bias binnen AI is verleden tijd!</h5></div><p
class=""entry-comments comment-text-author"">
Ocram nav Enruh</p></div>
</a></li>
<li
class=acomment>:
<a
title=""Heeft UWV de wet overtreden? Ja, ook een tweede keer!"" href=""https://recruitmentmatters.nl/?p=69146"" class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section1 article-list-left-section""><div
class=centered><h5>Heeft UWV de wet overtreden? Ja, ook een tweede keer!</h5></div><p
class=""entry-comments comment-text-author"">
Marco</p></div>
</a></li>
<li
class=acomment>:
<a
title=""Heeft UWV de wet overtreden? Ja, en ze wil het graag toedekken"" href=""https://recruitmentmatters.nl/?p=69139"" class=""inline info""><div
class=""col-md-3 col-xs-3 col-sm-3 col-lg-3 article-list-image"" style=""background: url('') 50% 50% no-repeat; background-size: contain;""></div><div
class=""col-md-9 col-xs-9 col-sm-9 col-lg-9 article-list-left-section1 article-list-left-section""><div
class=centered><h5>Heeft UWV de wet overtreden? Ja, en ze wil het graag toedekken</h5></div><p
class=""entry-comments comment-text-author"">
Hurndog</p></div>
</a></li></ul></div></div></div></div></div></div></div></aside></div></div></section><footer
class=""footer bg-dark""><div
class=container></div><div
class=""footer-bottom text-center"">
<span
class=copyright
xmlns:cc=https://creativecommons.org/ns#
xmlns:dct=https://purl.org/dc/terms/ >
<a
style=""text-decoration:none !important;"" property=dct:title rel=cc:attributionURL href=https://recruitmentmatters.nl>RecruitmentMatters</a> valt onder <a
style=""text-decoration:none !important;""  href=""https://creativecommons.org/licenses/by-nc-nd/4.0/?ref=chooser-v1"" target=_blank rel=""license noopener noreferrer"" style=display:inline-block;>CC BY-NC-ND 4.0<img
alt = ""Creative Commons""  style=height:22px!important;margin-left:3px;vertical-align:text-bottom; src=""https://mirrors.creativecommons.org/presskit/icons/cc.svg?ref=chooser-v1""><img
alt=""Creative Commons"" style=height:22px!important;margin-left:3px;vertical-align:text-bottom; src=""https://mirrors.creativecommons.org/presskit/icons/by.svg?ref=chooser-v1"">
<img
alt=""Creative Commons""  style=height:22px!important;margin-left:3px;vertical-align:text-bottom; src=""https://mirrors.creativecommons.org/presskit/icons/nc.svg?ref=chooser-v1""><img
style=height:22px!important;margin-left:3px;vertical-align:text-bottom; src=""https://mirrors.creativecommons.org/presskit/icons/nd.svg?ref=chooser-v1""></a></span>
<br>
<span
class=copyright><a
style=""text-decoration:none !important;""  href=https://antiquitas.nl>Powered by Antiquitas</a></span></div></footer><div
id=back-to-top>
<a
href=#top><i
class=ui-angle-up></i></a></div></main>  <script>(function(jQuery){jQuery.fn.customerPopup=function(e,intWidth,intHeight,blnResize){e.preventDefault();intWidth=intWidth||'500';intHeight=intHeight||'400';strResize=(blnResize?'yes':'no');var strTitle=((typeof this.attr('title')!=='undefined')?this.attr('title'):'Social Share'),strParam='width='+intWidth+',height='+intHeight+',resizable='+strResize,objWindow=window.open(this.attr('href'),strTitle,strParam).focus();}
